City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Mumbai,overcast clouds,78.78200000000001,78.78200000000001,78.69200000000001,78.78200000000001,1005,89,7.72,2024-09-27 18:06:11,2024-09-27 06:28:23,2024-09-27 18:30:40
